manual_keys,index_column,en,cs,fr,de_en,de_cz,es,generated_keys,best_match_performed,best_match_found,en_copy,best_match_matchedTranslation,best_match_rating,best_match_keys,best_match_in_not_found
,,You don't like it when you are told what to do and when somoene controls your actions.,"Nemáte rádi, když Vám ?íkají, co máte d?lat a když n?kdo má n?kdo kontrolu nad Vašimi ?iny.",Vous n'aimez pas qu' on vous dise que faire et lorsque quelqu'un contrôle vos actions.,,,,dict.talents.selfBeliever.positives.4,,,You don't like it when you are told what to do and when somoene controls your actions.,,,,
,,You aren't afraid to take risks and face new challenges to deliver results.,Nebojíte se riskovat a ?elit novým výzvám p?i dosahování výsledk?.,Vous n'avez pas peur de prendre des risques et de faire face ŕ de nouveaux défis afin de livrer des résultats.,,,,dict.talents.selfBeliever.positives.5,,,You aren't afraid to take risks and face new challenges to deliver results.,,,,
,,"You understand your unique existence on the Earth, you know it is you alone who is responsible for your life.","Uv?domujete si svoji jedine?nost na Zemi a víte, že jste za sv?j život jste zodpov?dní práv? jen Vy sami.","Vous comprenez que vous ętes unique sur terre, vous savez que c'est vous seul qui ętes responsable de votre vie.",,,,dict.talents.selfBeliever.positives.6,,,"You understand your unique existence on the Earth, you know it is you alone who is responsible for your life.",,,,
,,It energizes you when you solve a problem.,"Povzbuzuje Vás, když vy?ešíte problém.","Cela vous motive lorsque vous résolvez un problčme. ",,,,dict.talents.solver.positives.1,,,It energizes you when you solve a problem.,,,,
,,People admire you for your natural ability to analyze the issue and execute the perfect solution.,Lidé Vás obdivují pro Vaši p?irozenou schopnost analyzovat problém a provád?t správná ?ešení.,Les gens vous admirent pour votre capacité naturelle ŕ analyser le problčme et agir selon la solution parfaite.,,,,dict.talents.solver.positives.2,,,People admire you for your natural ability to analyze the issue and execute the perfect solution.,,,,
,,You like to find bugs so you can fix them.,"Rádi nacházíte chyby, abyste je mohli opravit.",Vous aimez identifier les anomalies afin de les corriger.,,,,dict.talents.solver.positives.3,,,You like to find bugs so you can fix them.,,,,
,,You hate to leave unsolved issues behind you.,"Nesnesete, když byste za sebou m?li nechat nevy?ešené problémy.",Vous détestez laisser des soucis non résolus derričre vous.,,,,dict.talents.solver.positives.4,,,You hate to leave unsolved issues behind you.,,,,
,,You are not afraid to face even the most complex problems.,Nebojíte se ?elit i t?m nejsložit?jším problém?m.,Vous n'avez pas peur de faire face męme aux problčmes des plus complexes.,,,,dict.talents.solver.positives.5,,,You are not afraid to face even the most complex problems.,,,,
,,It's one of your best moments when you fix bugs or solve problems and it was you who solved it :-),"Svou nejlepší chvíli si užijte, když se Vám poda?í vy?ešit komplikovanou situaci a jste to práv? Vy, kdo na to p?išel.",C'est un de vos moments préférés quand par vous-męme vous corrigez des anomalies ou résolvez des problčmes,,,,,Performed,Found,It's one of your best moments when you fix bugs or solve problems and it was you who solved it :-),It's one of your best moments when you fix bugs or solve problems and it was you who solved it.,0.9736842105263158,dict.talents.solver.positives.6,dict.talents.solver.positives.6
,,You don't like easy tasks.,Nemáte rádi snadné úkoly.,Vous n'aimez pas les tâches faciles.,,,,dict.talents.strategist.positives.1,,,You don't like easy tasks.,,,,
,,You love it when you face challenges and when you can think a few steps ahead.,"Milujete chvíle, kdy ?elíte výzvám a kdy si m?žete promyslet pár krok? dop?edu.",Vous adorez lorsque vous faites face ŕ des défis et que vous pouvez penser plusieurs étapes en amont.,,,,dict.talents.strategist.positives.2,,,You love it when you face challenges and when you can think a few steps ahead.,,,,
,,You have an ability to see situations from a higher perspective which helps you to find the best way through.,"Máte schopnost vid?t situace z vyšší perspektivy, což Vám pomáhá najít nejlepší cestu.",Vous avez la capacité de visualiser les situations d'une plus large perspective ce qui vous aide ŕ trouver le meilleur moyen de les affronter.,,,,dict.talents.strategist.positives.3,,,You have an ability to see situations from a higher perspective which helps you to find the best way through.,,,,
,,Where others see only problems you have the ability to see patterns.,"Tam, kde ostatní vidí pouze problémy, Vy máte schopnost vid?t r?zné cesty.","Lorsque les autres ne voient que des problčmes, vous avez la capacité de voir les solutions.",,,,dict.talents.strategist.positives.4,,,Where others see only problems you have the ability to see patterns.,,,,
,,"You have a great ability to analyze potential paths, select the best of them and strike forward.","Máte skv?lou schopnost analyzovat potenciální ?ešení, vybrat to nejlepší z nich a vyrazit vp?ed.","Vous avez une grande capacité ŕ analyser les différentes solutions, sélectionner la meilleure d'entre elles et passer outre.",,,,dict.talents.strategist.positives.5,,,"You have a great ability to analyze potential paths, select the best of them and strike forward.",,,,
,,"Your mind instinctively anticipates possible scenarios, so you can use it as much as you can.","Vaše mysl instinktivn? p?edvídá možné scéná?e, takže ji m?žete ?asto využít.","Votre esprit analyse instinctivement les différents scénarios possibles, ainsi vous pouvez en user quand vous le souhaitez.",,,,dict.talents.strategist.positives.6,,,"Your mind instinctively anticipates possible scenarios, so you can use it as much as you can.",,,,
,,You enjoy mental activity.,"Baví Vás aktivity, kde m?žete použít své myšlení.",Vous aimez l'activité cérébrale.,,,,dict.talents.intellectual.positives.1,,,You enjoy mental activity.,,,,
,,Intellectual discussions and contemplations are your favorite activities.,Intelektuální diskuse a rozjímání jsou Vaše oblíbené ?innosti.,Les discussions intellectuelles et les contemplations sont vos activités préférées.,,,,,Performed,Found,Intellectual discussions and contemplations are your favorite activities.,Intelectual discussions and contemplations are your favorite activities.,0.9922480620155039,dict.talents.intellectual.positives.2,dict.talents.intellectual.positives.2
,,"Thinking comes before acting, it's natural for you.","Myšlení u Vás p?edchází jednání, což je pro Vás p?irozené.","La réflexion vient avant l'action, c'est ainsi naturel pour vous.",,,,dict.talents.intellectual.positives.3,,,"Thinking comes before acting, it's natural for you.",,,,
,,You enjoy time on your own because you can think about various things without being distracted by anyone else.,"Užíváte si ?as sami se sebou, protože m?žete p?emýšlet o r?zných v?cech, aniž byste byli rozptýleni nikým jiným.",Vous appréciez le temps passé avecr vous-męme car vous pouvez penser ŕ diverses choses sans ętre distrait par les autres.,,,,dict.talents.intellectual.positives.4,,,You enjoy time on your own because you can think about various things without being distracted by anyone else.,,,,
,,"You have the ability to imagine different scenarios in your mind, ask youreself questions and answer them back. You are introspective. ","Máte schopnost p?edstavit si r?zné scéná?e ve své mysli, klást otázky a odpov?d?t si na n?. Jste introspektivní.","Vous avez la capacité ŕ imaginer différents scénarios, vous poser diverses questions et ŕ y répondre. Vous ętes introspectif.",,,,,Performed,Found,"You have the ability to imagine different scenarios in your mind, ask youreself questions and answer them back. You are introspective. ","You have the ability to imagine different scenarios in your mind, ask youreself questions and answer them back. You are introspective.",1,dict.talents.intellectual.positives.5,dict.talents.intellectual.positives.5
,,"You like it when someone challenges your thinking, so you can dig even more deeply into the matter.","Líbí se Vám, když n?kdo zpochyb?uje Vaše myšlení, takže se m?žete do v?ci ješt? více pono?it.","Vous aimez quand on défie votre réflexion, car cela vous permet de creuser encore plus profondément la question.",,,,dict.talents.intellectual.positives.6,,,"You like it when someone challenges your thinking, so you can dig even more deeply into the matter.",,,,
dict.talents.initiator.tips.1,,"1. You show belief in other people that they can take an action. You show them support by saying ""How can we start?"", ""Let's make it happen.""","1. Lidem dávejte najevo, že v n? v??íte. Ukažte jim podporu tím, že ?eknete: „Jak m?žeme za?ít?“, „Poj?me do toho.“","1. Vous montrez aux gens que vous croyez en eux. Vous leur montrez votre soutien en leur disant : ""Comment pouvons-nous commencer?"", ""Allons-y"".",,,,,Performed,Found,"1. You show belief in other people that they can take an action. You show them support by saying ""How can we start?"", ""Let's make it happen.""","You show belief in other people that they can take an action. You show them support by saying ""How can we start?"", ""Let's make it happen.""",0.9911504424778761,dict.talents.initiator.tips.1,
dict.talents.initiator.tips.2,,"2. In a work environment, if being an achiever is not one of your stronger points, try to cooperate with a person who has this skill in order to create a great team together.","2. Pokud nejste nejsiln?jší v dotahování v?cí, pak v pracovním prost?edí zkuste spolupracovat s osobou, která tuto dovednost má, a spole?n? tak vytvo?íte skv?lý tým.","2. Dans votre milieu professionnel, si vous n'ętes pas le plus fort dans l'achčvement de vos tâches, essayez alors de travailler avec une personne qui a cette compétence et ainsi ensemble, vous créerez une excellente équipe.",,,,,Performed,Found,"2. In a work environment, if being an achiever is not one of your stronger points, try to cooperate with a person who has this skill in order to create a great team together.","In a work environment, if being an achiever is not one of your stronger points, try to cooperate with a person who has this skill in order to create a great team together.",0.9928057553956835,dict.talents.initiator.tips.2,
